Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;1063
Akismet Spam Protection;https://ru.wordpress.org/plugins/akismet/;941
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;1765
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;214
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;1063
Akismet Spam Protection;https://ru.wordpress.org/plugins/akismet/;941
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;1765
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;214
